D20.18_BRCA-Her2+	D29.14_Nonspecific	D28.6_UCEC	D29.25_Nonspecific	D28.23_TGCT	D28.16_Nonspecific	D29.10_PRAD	D29.22_SKCM	D28.19_LIHC	D29.27_LUAD	D28.11_BRCA-Chr8qAmp	D29.26_STAD+ESCA(Digestive)	D29.13_GBM+LGG	D27.13_BRCA-Luminal	D29.24_BLCA	D29.9_PCPG	D14.8_KIRC+KIRP(Pan-Kidney)	D21.5_COAD+STAD+ESCA(Pan-GI)	D27.24_BRCA-Basal	D21.12_THCA	D16.12_Pan-Squamous	D28.15_ACC	D29.18_NA	D29.1_NA	D20.2_NA
BRCA_176036	KIRP_117609	CHOL_3252	ESCA_77218	TGCT_45239	TGCT_29207	PRAD_28609	SKCM_17339	LIHC_75519	LUAD_101181	CHOL_31265	STAD_47271	LGG_46040	BRCA_121507	BLCA_89227	PCPG_5277	KIRP_79925	COAD_85401	CESC_48319	THCA_25786	LUSC_28136	MESO_25043	LGG_15824	PCPG_76302	MESO_39797
BRCA_176066	MESO_66391	LIHC_6490	SKCM_64784	TGCT_46598	TGCT_31830	PRAD_33178	SKCM_38965	PCPG_36323	LUAD_129933	COAD_56803	STAD_77722	LGG_29422	LIHC_31554	LUAD_112702	PCPG_73320	KIRP_120747	COAD_39418	BRCA_18902	THCA_73312	CESC_7568	KIRC_26974	CESC_11811	CESC_1319	TGCT_49620
BRCA_176289	LGG_69636	BLCA_6716	STAD_73288	CHOL_59628	GBM_33278	PRAD_85362	SKCM_92566	LIHC_117945	CESC_38700	STAD_57045	SKCM_48984	LGG_71370	BRCA_202133	BLCA_87311	BLCA_70708	KIRP_46283	COAD_114968	KIRC_57446	THCA_12332	CESC_19075	ACC_25758	BLCA_81716	KIRC_623	CESC_10573
BRCA_176433	LGG_69195	BLCA_6889	ESCA_77074	TGCT_49507	TGCT_28682	PRAD_64149	SKCM_8411	LIHC_104642	CHOL_48204	TGCT_34824	ESCA_56644	LGG_18174	GBM_57105	STAD_100495	PCPG_11775	KIRC_61790	COAD_1778	CESC_45074	THCA_2965	LUSC_23692	SKCM_36206	TGCT_14528	ESCA_92306	PCPG_20058
BRCA_176434	SKCM_87639	CHOL_3973	BRCA_130285	TGCT_48445	TGCT_30267	PRAD_67541	SKCM_42303	LIHC_109125	LUAD_44179	MESO_36571	BRCA_95346	LGG_22453	BRCA_202994	BLCA_86518	PCPG_21131	KIRC_507	STAD_68835	BLCA_11502	THCA_16976	LUSC_26634	ACC_26086	ACC_13865	BLCA_79481	CESC_30962
BRCA_176275	CESC_46631	CHOL_5433	CESC_33580	TGCT_3634	LGG_32148	PRAD_19494	SKCM_93504	LIHC_109566	LUAD_100372	MESO_37059	ACC_39352	GBM_24020	BRCA_53902	UCEC_13468	PCPG_49818	KIRC_80686	COAD_89835	UCEC_1951	THCA_71225	LUSC_29524	SKCM_32809	CESC_37660	GBM_57304	TGCT_3207
BRCA_176106	BRCA_180090	CHOL_3573	ESCA_77555	TGCT_369	GBM_35632	PRAD_108050	SKCM_51466	LIHC_103578	THCA_66380	LGG_39527	CHOL_30354	GBM_51446	BRCA_189956	BLCA_87116	PCPG_80716	KIRC_35698	COAD_65480	BRCA_166310	THCA_62655	LUSC_26413	KIRC_26213	LIHC_96795	PCPG_76273	CHOL_35294
BRCA_176061	MESO_66359	CHOL_3130	ESCA_77881	LUSC_78956	GBM_35909	PRAD_42057	SKCM_21195	LIHC_20115	LUAD_103072	MESO_38579	CHOL_60730	LGG_8340	BLCA_18805	BLCA_6669	PCPG_60197	HNSC_49886	COAD_98129	UCEC_12099	THCA_41776	CESC_2312	KIRC_30426	CHOL_7572	CESC_27361	PCPG_22087
STAD_99597	LGG_69697	CHOL_3302	PCPG_51625	TGCT_50372	ESCA_52994	PRAD_11915	SKCM_64461	MESO_26071	THCA_10729	TGCT_35798	CHOL_30436	LGG_58678	GBM_64080	BLCA_20254	PCPG_49369	KIRP_86457	COAD_44251	UCEC_51628	THCA_54222	CESC_30592	ACC_27624	TGCT_16180	CESC_53828	CHOL_38497
BRCA_176175	BRCA_177945	GBM_8003	SKCM_64934	TGCT_28118	LGG_36267	PRAD_4489	SKCM_95660	LIHC_47889	LUAD_54328	LUAD_66880	LUAD_91394	LGG_71434	BRCA_195062	CESC_4220	PCPG_8682	KIRC_71665	PRAD_63226	BRCA_81530	THCA_15719	CESC_53619	ACC_21843	SKCM_20663	CHOL_9458	CHOL_37829
BRCA_175613	PRAD_94089	BLCA_6704	SKCM_64890	MESO_51674	TGCT_32600	PRAD_59076	SKCM_34718	LIHC_53911	LUSC_100426	MESO_38080	BLCA_50619	GBM_4764	KIRC_48163	BLCA_86139	PCPG_13804	ACC_38858	BLCA_88090	CHOL_64398	LUAD_40101	BLCA_12066	TGCT_21426	GBM_14898	TGCT_72364	KIRC_15670
BRCA_176292	MESO_66128	CHOL_3288	STAD_73235	GBM_49235	KIRP_62112	PRAD_79533	SKCM_38659	KIRC_31192	LUAD_130864	LUAD_70280	ESCA_56722	LGG_76756	BRCA_206447	CESC_7586	PCPG_39512	KIRP_65411	COAD_17512	THCA_50487	THCA_17895	HNSC_43676	ACC_79082	CESC_12430	LGG_60384	HNSC_58738
BRCA_175416	KIRP_119737	TGCT_6394	UCEC_65899	TGCT_46467	CESC_24526	PRAD_45831	SKCM_4261	LIHC_63402	CHOL_3484	LGG_38670	ESCA_55299	LGG_16238	BRCA_127087	BLCA_1241	GBM_68116	KIRC_42457	LUSC_77042	BRCA_194427	THCA_66224	LUSC_46758	ACC_72681	SKCM_19023	CESC_31901	ACC_21573
BRCA_175681	CESC_47368	CHOL_7104	ESCA_77222	TGCT_48128	GBM_31165	PRAD_108905	SKCM_80593	LIHC_87722	LUAD_63958	BRCA_98038	ESCA_56581	SKCM_57728	PRAD_57641	CESC_45772	PCPG_25072	KIRP_55615	COAD_84868	KIRP_75611	THCA_30636	CESC_26364	SKCM_32021	GBM_15647	CESC_39590	CESC_28280
BRCA_176072	PCPG_73392	CHOL_4342	STAD_79429	TGCT_1591	TGCT_29087	PRAD_72765	CHOL_3884	LIHC_87384	LUAD_40167	BRCA_102465	CHOL_62286	LGG_6576	BLCA_2180	STAD_100488	PCPG_4927	KIRC_74417	CESC_49417	MESO_36353	THCA_61569	CESC_333	CHOL_20975	TGCT_14841	CESC_16732	CHOL_34939
STAD_99431	ESCA_107525	CHOL_7256	PRAD_67972	GBM_49209	TGCT_27997	PRAD_65841	SKCM_51433	LIHC_50097	LUAD_101461	CHOL_31195	ESCA_56418	LGG_25659	BRCA_123100	BLCA_25483	PCPG_69235	KIRC_91464	COAD_40800	LUSC_46320	THCA_89720	CESC_12975	ACC_16054	TGCT_14792	STAD_116393	ACC_20304
BRCA_176479	MESO_66390	CHOL_7212	ESCA_77903	TGCT_45559	LUSC_52924	PRAD_92641	SKCM_17291	LIHC_79484	LUAD_69709	CHOL_32515	KIRC_89164	LGG_12508	BRCA_79504	BLCA_7621	PCPG_13344	KIRP_82687	COAD_87774	LUSC_26758	THCA_75346	CESC_13129	ACC_78814	BLCA_81824	CESC_93	CESC_11047
STAD_99587	SKCM_86307	CHOL_5109	STAD_73435	MESO_52918	LGG_34600	PRAD_80093	SKCM_79558	LIHC_77010	LUAD_74080	LUAD_70550	STAD_50335	GBM_11820	LGG_42398	CESC_41644	PCPG_13349	KIRP_118457	COAD_43466	LUAD_49536	THCA_28690	BLCA_86697	ACC_26490	TGCT_14901	ESCA_111816	CESC_32134
BRCA_176030	CESC_46399	BLCA_6865	PRAD_68065	TGCT_47965	TGCT_30102	PRAD_72748	SKCM_31093	LIHC_112770	LUAD_15751	TGCT_35580	ESCA_28778	LGG_27107	BRCA_34900	BLCA_105881	PCPG_79929	KIRC_74339	COAD_50050	BRCA_58755	THCA_54994	CESC_15078	CESC_18386	CESC_44103	LGG_42922	ACC_19333
SKCM_85454	STAD_101554	CHOL_3274	CESC_33735	TGCT_48240	GBM_34528	PRAD_73691	SKCM_71778	LIHC_61909	LUAD_23344	CESC_25923	STAD_120809	LGG_48090	STAD_57399	CESC_2307	PCPG_962	BLCA_80838	COAD_75	PCPG_77617	THCA_28801	CESC_9925	MESO_24380	CHOL_14735	CHOL_35898	CESC_39109
BRCA_175282	TGCT_61904	UCEC_6672	STAD_73683	ACC_55290	ESCA_52318	PRAD_82109	SKCM_99575	LIHC_88180	LUAD_11012	CHOL_32816	STAD_50418	LGG_50476	BRCA_24447	BLCA_90410	TGCT_64286	SKCM_87823	COAD_9274	MESO_67869	THCA_81223	CESC_54488	KIRC_86106	CESC_37707	LGG_47679	CESC_44985
BRCA_176445	GBM_66055	CHOL_6501	STAD_73979	TGCT_24944	TGCT_30364	PRAD_82540	SKCM_5012	LIHC_11205	LUSC_117492	PRAD_50811	STAD_46923	LGG_36443	BRCA_124897	BLCA_40579	PCPG_64204	CHOL_52037	COAD_24318	KIRP_49526	THCA_58286	ESCA_60751	ACC_57367	GBM_72035	CESC_40175	TGCT_14586
BRCA_176412	CESC_47321	CHOL_7136	ESCA_77188	CHOL_43393	TGCT_27734	PRAD_93110	SKCM_10344	LIHC_106614	PCPG_69509	CHOL_31829	ESCA_51783	LGG_54605	BRCA_110383	BLCA_76576	PCPG_43775	KIRC_27460	CESC_28795	BRCA_188240	THCA_2288	BLCA_100626	LGG_71539	CHOL_14719	CESC_28287	LGG_48507
BRCA_175224	BRCA_179870	CHOL_3233	SKCM_64422	TGCT_46095	ACC_38285	PRAD_85961	SKCM_37933	LIHC_83786	UCEC_66621	LIHC_60567	CHOL_64021	LGG_64957	BLCA_59456	BLCA_5361	PCPG_77947	KIRC_35660	COAD_378	LGG_44714	THCA_47641	CESC_28313	ACC_25792	CHOL_60887	CESC_505	LIHC_28431
STAD_99275	KIRP_117535	CHOL_3709	ESCA_77194	TGCT_49850	UCEC_48113	PRAD_31051	SKCM_62907	CHOL_6049	MESO_15895	TGCT_36867	COAD_55274	LGG_63068	PRAD_25817	BLCA_102431	ACC_14162	CHOL_26967	CHOL_38460	CESC_19262	THCA_55913	CESC_6991	ACC_69660	BRCA_203520	CESC_1324	SKCM_68504
STAD_99604	BRCA_179755	CHOL_5724	ESCA_77762	TGCT_8212	TGCT_27737	PRAD_69136	SKCM_14155	KIRC_29090	LUAD_30425	LUAD_70534	COAD_104767	LGG_22254	BRCA_96307	BLCA_61517	LGG_46580	KIRP_68551	LUSC_40663	CHOL_37461	THCA_53296	CESC_39347	SKCM_35277	BLCA_80992	LGG_71730	CESC_11537
BRCA_176281	CESC_46866	CHOL_3374	MESO_47905	TGCT_36652	GBM_35260	PRAD_14011	SKCM_12671	LIHC_106510	LUAD_104206	SKCM_52450	STAD_77717	LGG_17081	CESC_22324	CESC_48752	PCPG_70151	BRCA_93833	COAD_121227	UCEC_57825	THCA_19253	CESC_15396	ACC_79812	MESO_16818	PCPG_63264	CESC_16624
STAD_99595	MESO_66735	CESC_5819	ESCA_76777	TGCT_46821	TGCT_30469	PRAD_18897	SKCM_37230	LIHC_41565	LUAD_89253	LGG_38915	STAD_120811	LGG_79464	BRCA_105080	CESC_24486	PCPG_26661	GBM_35640	ESCA_64225	UCEC_39903	THCA_51574	CESC_26498	ACC_83488	CHOL_60702	CHOL_35339	CHOL_34233
BRCA_175246	BLCA_90359	CHOL_6189	ESCA_77277	GBM_49355	TGCT_32619	PRAD_30880	LGG_472	LIHC_68119	LUAD_65430	LIHC_61947	ESCA_56857	LGG_62538	BRCA_64940	CESC_1093	PCPG_21128	KIRP_57580	CHOL_34818	BRCA_101790	THCA_711	LUSC_29549	ACC_33508	CHOL_53270	TGCT_64371	CESC_39108
BRCA_175487	BRCA_181210	TGCT_7184	STAD_73664	TGCT_45683	BRCA_84328	PRAD_64386	SKCM_9052	LIHC_11508	LUAD_104105	PRAD_52289	LGG_76791	GBM_46225	BRCA_206110	BLCA_1936	PCPG_13593	KIRP_54566	COAD_68187	BRCA_195116	THCA_12721	LUSC_30847	ACC_81146	BLCA_93371	KIRC_54377	KIRP_79174
STAD_99583	STAD_102137	CHOL_3594	SKCM_64817	TGCT_13789	TGCT_31399	PRAD_34953	SKCM_28500	LIHC_66792	LUAD_131544	LGG_38671	STAD_112190	LGG_19639	LUSC_77706	BLCA_18724	PCPG_64810	KIRP_23091	COAD_50662	BRCA_74588	THCA_59557	CESC_15419	ACC_28085	CESC_13471	LUAD_123099	HNSC_56691
BRCA_176073	MESO_66387	CHOL_5970	STAD_73163	TGCT_47035	GBM_31554	PRAD_8946	SKCM_52315	LIHC_64676	LUAD_84501	CHOL_31788	MESO_58728	LGG_31233	BRCA_39139	BLCA_103142	PCPG_78937	KIRP_98706	CHOL_18784	BRCA_124669	THCA_56711	CESC_46807	ACC_26314	GBM_33519	CHOL_49513	BLCA_22591
BRCA_176065	BLCA_90362	UCEC_8492	ESCA_77700	TGCT_72445	GBM_32968	PRAD_110471	SKCM_98208	LIHC_41632	BLCA_45800	LUAD_70627	ESCA_82870	LGG_9375	BLCA_79544	CESC_52935	PCPG_46702	KIRP_99345	COAD_34125	BRCA_134296	THCA_76857	CESC_30170	ACC_26588	BLCA_80869	ESCA_114873	LGG_21772
BRCA_176459	PCPG_73000	HNSC_4989	STAD_73190	TGCT_7395	GBM_36093	PRAD_50835	SKCM_37370	LIHC_108783	LUAD_12362	SKCM_51700	CHOL_30394	LGG_14300	BRCA_42508	CESC_1684	GBM_6807	CESC_814	COAD_38108	KIRC_92344	THCA_33965	CESC_48683	MESO_62386	CESC_13405	CESC_15792	CHOL_2454
BRCA_176029	KIRP_119880	CESC_5103	STAD_73146	TGCT_45805	TGCT_31780	PRAD_46003	SKCM_79444	LIHC_17617	CESC_5299	CHOL_30839	CHOL_14973	GBM_73002	PRAD_101880	BLCA_94616	PRAD_98274	CESC_11109	COAD_31017	BRCA_172772	THCA_9387	CESC_14969	MESO_70226	PRAD_20066	CESC_1898	CHOL_19406
BRCA_175223	MESO_66492	CHOL_5230	ESCA_77355	TGCT_29635	LGG_33244	PRAD_3037	SKCM_42405	LIHC_107464	KIRC_24753	CESC_26881	CHOL_30565	LGG_78096	ACC_68955	CESC_16527	PCPG_77874	MESO_35497	COAD_71190	SKCM_11689	THCA_52726	ESCA_24895	ACC_24537	CESC_11161	GBM_871	LUSC_102031
BRCA_175239	BRCA_178687	CESC_5705	STAD_73685	TGCT_47301	CESC_23342	PRAD_107461	SKCM_80080	CHOL_27762	LUAD_49040	CHOL_32767	ESCA_55339	LGG_49576	BRCA_41811	BLCA_90562	PCPG_15264	KIRC_63691	COAD_61577	UCEC_14978	THCA_64553	CESC_4251	ACC_71561	LIHC_96744	CHOL_34421	CHOL_9423
BRCA_176504	KIRP_118117	TGCT_4188	UCEC_65780	TGCT_50124	TGCT_32473	GBM_6126	SKCM_20644	LIHC_97170	ESCA_53944	CHOL_31610	CHOL_29998	LGG_8944	BRCA_124725	CESC_30456	PCPG_70140	CHOL_35019	COAD_25651	BRCA_119050	THCA_19832	LUSC_28953	ACC_61054	TGCT_18903	TGCT_23524	KIRC_61783
